Id,Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,City,Male,Country,Clicked on Ad
808,43.16,35,25371.52,156.11,Williamsport,1,Marshall Islands,1
809,67.51,43,23942.61,127.2,Lake Faith,0,Western Sahara,1
810,43.16,29,50666.5,143.04,Wendyville,1,Saint Vincent and the Grenadines,1
811,79.89,30,50356.06,241.38,Angelhaven,1,United States of America,0
812,84.25,32,63936.5,170.9,New Sean,1,Angola,0
813,74.18,28,69874.18,203.87,Lake Lisa,0,Cayman Islands,0
814,85.78,34,50038.65,232.78,Valerieland,0,Swaziland,0
815,80.96,39,67866.95,225,New Travis,1,Wallis and Futuna,0
816,36.91,48,54645.2,159.69,North Samantha,0,Zimbabwe,1
817,54.47,23,46780.09,141.52,Holderville,0,Chad,1
818,81.98,34,67432.49,212.88,Patrickmouth,0,Saint Martin,0
819,79.6,39,73392.28,194.23,Lake Deannaborough,0,Rwanda,0
820,57.51,38,47682.28,105.71,Jeffreymouth,0,Moldova,1
821,82.3,31,56735.83,232.21,Davieshaven,0,Gabon,0
822,73.21,30,51013.37,252.6,Lake Jessicaville,1,Denmark,1
823,79.09,32,69481.85,209.72,Hernandezchester,1,Svalbard & Jan Mayen Islands,0
824,68.47,28,67033.34,226.64,North Kennethside,0,Poland,0
825,83.69,36,68717,192.57,Shelbyport,0,Fiji,0
826,83.48,31,59340.99,222.72,Williamport,1,Philippines,0
827,43.49,45,47968.32,124.67,Smithside,0,Vietnam,1
828,66.69,35,48758.92,108.27,Vanessastad,0,Jersey,1
829,48.46,49,61230.03,132.38,Lisamouth,1,Indonesia,1
830,42.51,30,54755.71,144.77,Lake Rhondaburgh,1,Palestinian Territory,1
831,42.83,34,54324.73,132.38,Cunninghamhaven,1,Latvia,1
832,41.46,42,52177.4,128.98,Robertstown,1,Malta,1
833,45.99,33,51163.14,124.61,South Mark,1,Afghanistan,1
834,68.72,27,66861.67,225.97,New Taylorburgh,0,Austria,0
835,63.11,34,63107.88,254.94,Port Karenfurt,1,Micronesia,0
836,49.21,46,49206.4,115.6,Carterland,0,Mexico,1
837,55.77,49,55942.04,117.33,East Shawn,1,Chile,1
838,44.13,40,33601.84,128.48,West Derekmouth,1,Cuba,1
839,57.82,46,48867.36,107.56,Brandiland,1,Belarus,1
840,72.46,40,56683.32,113.53,Cervantesshire,0,Malawi,1
841,61.88,45,38260.89,108.18,North Debrashire,0,Afghanistan,1
842,78.24,23,54106.21,199.29,Deannaville,0,Luxembourg,0
843,74.61,38,71055.22,231.28,East Christopher,1,South Africa,0
844,89.18,37,46403.18,224.01,Rickymouth,1,Nepal,0
845,44.16,42,61690.93,133.42,Port Dennis,1,Spain,1
846,55.74,37,26130.93,124.34,Lake Michelle,1,Hong Kong,1
847,88.82,36,58638.75,169.1,East Johnport,0,Slovakia (Slovak Republic),0
848,70.39,32,47357.39,261.52,Sabrinaview,1,Cayman Islands,0
849,59.05,52,50086.17,118.45,Kristinfurt,1,Uganda,1
850,78.58,33,51772.58,250.11,Chapmanland,1,Vanuatu,0
851,35.11,35,47638.3,158.03,North Jonathan,1,Anguilla,1
852,60.39,45,38987.42,108.25,Port Christina,1,Switzerland,1
853,81.56,26,51363.16,213.7,Juanport,1,Zimbabwe,0
854,75.03,34,35764.49,255.57,East Mike,0,Uruguay,1
855,50.87,24,62939.5,190.41,North Angelatown,0,Liberia,1
856,82.8,30,58776.67,223.2,West Steven,1,Egypt,0
857,78.51,25,59106.12,205.71,Riggsstad,1,Greece,0
858,37.65,51,50457.01,161.29,Davidview,1,Bahrain,1
859,83.17,43,54251.78,244.4,Port Kevinborough,1,Sri Lanka,0
860,91.37,45,51920.49,182.65,Lawsonshire,1,Kazakhstan,1
861,68.25,29,70324.8,220.08,Wagnerchester,0,Greenland,0
862,81.32,25,52416.18,165.65,Daisymouth,0,Moldova,0
863,76.64,39,66217.31,241.5,North Daniel,1,Poland,0
864,74.06,50,60938.73,246.29,Port Jacquelinestad,1,Anguilla,0
865,39.53,33,40243.82,142.21,New Teresa,1,Central African Republic,1
866,86.58,32,60151.77,195.93,Henryfort,1,Mexico,0
867,90.75,40,45945.88,216.5,Lake Joseph,0,Togo,0
868,67.71,25,63430.33,225.76,Daviesborough,1,Armenia,0
869,82.41,36,65882.81,222.08,North Brandon,0,Nicaragua,0
870,45.82,27,64410.8,171.24,Adamside,1,Eritrea,1
871,76.79,27,55677.12,235.94,Wademouth,0,Canada,0
872,70.05,33,75560.65,203.44,North Raymond,0,Croatia,0
873,72.19,32,61067.58,250.32,Randolphport,1,Switzerland,0
874,77.35,34,72330.57,167.26,East Troyhaven,0,Yemen,0
875,40.34,29,32549.95,173.75,Clarkborough,0,Tokelau,1
876,67.39,44,51257.26,107.19,Josephberg,0,Armenia,1
877,68.68,34,77220.42,187.03,Lake Jenniferton,1,Equatorial Guinea,0
878,81.75,43,52520.75,249.45,Lake Jose,0,Barbados,0
879,66.03,22,59422.47,217.37,Ashleymouth,0,American Samoa,0
880,47.74,33,22456.04,154.93,Henryland,1,Saint Lucia,1
881,79.18,31,58443.99,236.96,Lake Danielle,0,Algeria,0
882,86.81,29,50820.74,199.62,Joshuaburgh,1,Turkmenistan,0
883,41.53,42,67575.12,158.81,South Jeanneport,0,Mayotte,1
884,70.92,39,66522.79,249.81,New Nathan,1,South Africa,0
885,46.84,45,34903.67,123.22,Jonesshire,0,Macao,1
886,44.4,53,43073.78,140.95,Mariahview,1,France,1
887,52.17,44,57594.7,115.37,New Julianberg,1,Equatorial Guinea,1
888,81.45,31,66027.31,205.84,Randyshire,1,Mali,0
889,54.08,36,53012.94,111.02,Philipberg,1,Mayotte,1
890,76.65,31,61117.5,238.43,West Dennis,0,Pakistan,0
891,54.39,20,52563.22,171.9,Richardshire,1,Guadeloupe,1
892,37.74,40,65773.49,190.95,Lake James,0,Denmark,1
893,69.86,25,50506.44,241.36,Austinborough,0,New Zealand,0
894,85.37,36,66262.59,194.56,Alexandrafort,1,Netherlands Antilles,0
895,80.99,26,35521.88,207.53,Melissastad,1,Belarus,0
896,78.84,32,62430.55,235.29,Gonzalezburgh,1,Taiwan,0
897,77.36,41,49597.08,115.79,Port Jennifer,0,El Salvador,1
898,55.46,37,42078.89,108.1,Chrismouth,0,Taiwan,1
899,35.66,45,46197.59,151.72,Port Beth,0,Peru,1
900,50.78,51,49957,122.04,West David,0,Liberia,1
901,40.47,38,24078.93,203.9,Fraziershire,0,Burundi,1
902,45.62,43,53647.81,121.28,Robertfurt,0,Macao,1
903,84.76,30,61039.13,178.69,South Pamela,0,Venezuela,0
904,80.64,26,46974.15,221.59,North Laurenview,0,Luxembourg,0
905,75.94,27,53042.51,236.96,Campbellstad,1,Italy,0
906,37.01,50,48826.14,216.01,Port Derekberg,0,San Marino,1
907,87.18,31,58287.86,193.6,West Andrew,0,Madagascar,0
908,56.91,50,21773.22,146.44,West Randy,0,Norfolk Island,1
909,75.24,24,52252.91,226.49,South Christopher,0,Vanuatu,0
910,42.84,52,27073.27,182.2,Lake Michellebury,1,Tunisia,1
911,67.56,47,50628.31,109.98,Zacharyton,0,Paraguay,1
912,34.96,42,36913.51,160.49,West James,1,Macedonia,1
913,87.46,37,61009.1,211.56,Millerview,1,Heard Island and McDonald Islands,0
914,41.86,39,53041.77,128.62,Hawkinsbury,1,Ethiopia,1
915,34.04,34,40182.84,174.88,Elizabethport,1,El Salvador,1
916,54.96,42,59419.78,113.75,West Amanda,1,Niger,1
917,87.14,31,58235.21,199.4,Wadestad,1,Timor-Leste,0
918,78.79,32,68324.48,215.29,Mauriceshire,1,Uruguay,0
919,65.56,25,69646.35,181.25,West Arielstad,1,Somalia,0
920,81.05,34,54045.39,245.5,Adamsstad,0,Malaysia,0
921,55.71,37,57806.03,112.52,Lake James,1,Korea,1
922,45.48,49,53336.76,129.16,Blairborough,1,Lao People's Democratic Republic,1
923,47,56,50491.45,149.53,New Marcusbury,0,Bahamas,1
924,59.64,51,71455.62,153.12,Evansville,1,Guyana,1
925,35.98,45,43241.88,150.79,Huffmanchester,0,Ethiopia,1
926,72.55,22,58953.01,202.34,New Cynthia,0,Bosnia and Herzegovina,0
927,91.15,38,36834.04,184.98,Joshuamouth,0,Cyprus,0
928,80.53,29,66345.1,187.64,West Benjamin,0,Singapore,0
929,82.49,45,38645.4,130.84,Williamsfort,0,Dominican Republic,1
930,80.94,36,60803,239.94,North Tiffany,0,Bermuda,0
931,61.76,34,33553.9,114.69,Edwardsport,0,Jamaica,1
932,63.3,38,63071.34,116.19,Lake Evantown,0,Saint Barthelemy,1
933,36.73,34,46737.34,149.79,South Henry,1,Albania,1
934,78.41,33,55368.67,248.23,Harmonhaven,1,Mozambique,0
935,83.98,36,68305.91,194.62,West Gregburgh,0,Zimbabwe,0
936,63.18,45,39211.49,107.92,Hansenland,0,Georgia,1
937,50.6,48,65956.71,135.67,Port Michaelmouth,0,Brazil,1
938,32.6,38,40159.2,190.05,Tylerport,0,Syrian Arab Republic,1
939,60.83,19,40478.83,185.46,West Lacey,1,Palestinian Territory,0
940,44.72,46,40468.53,123.86,North Jenniferburgh,1,Grenada,1
941,78.76,51,66980.27,162.05,South Davidhaven,0,Ghana,1
942,79.51,39,34942.26,125.11,North Charlesbury,1,Brunei Darussalam,1
943,39.3,32,48335.2,145.73,Jonathanland,0,Lithuania,1
944,64.79,30,42251.59,116.07,North Virginia,0,Maldives,1
945,89.8,36,57330.43,198.24,West Tanner,0,Lesotho,0
946,72.82,34,75769.82,191.82,Jonesmouth,1,Czech Republic,0
947,38.65,31,51812.71,154.77,Port Jason,1,Iceland,1
948,59.01,30,75265.96,178.75,West Annefort,1,Philippines,1
949,78.96,50,69868.48,193.15,East Jason,0,Cayman Islands,1
950,63.99,43,72802.42,138.46,North Cassie,0,Haiti,1
951,41.35,27,39193.45,162.46,Hintonport,1,Colombia,1
952,62.79,36,18368.57,231.87,New James,1,Luxembourg,1
953,45.53,29,56129.89,141.58,North Destiny,0,United Arab Emirates,1
954,51.65,31,58996.56,249.99,Mclaughlinbury,0,Ireland,0
955,54.55,44,41547.62,109.04,West Gabriellamouth,0,Canada,1
956,35.66,36,59240.24,172.57,Alvarezland,0,Svalbard & Jan Mayen Islands,1
957,69.95,28,56725.47,247.01,New Julie,0,Malta,0
958,79.83,29,55764.43,234.23,North Frankstad,1,Sudan,0
959,85.35,37,64235.51,161.42,Claytonside,1,Ecuador,0
960,56.78,28,39939.39,124.32,Melanieton,0,Senegal,1
961,78.67,26,63319.99,195.56,Lake Michaelport,0,Cambodia,0
962,70.09,21,54725.87,211.17,East Benjaminville,0,Belarus,0
963,60.75,42,69775.75,247.05,Garrettborough,1,Guyana,0
964,65.07,24,57545.56,233.85,Port Raymondfort,0,Mali,0
965,35.25,50,47051.02,194.44,Waltertown,0,Iran,1
966,37.58,52,51600.47,176.7,Cameronberg,1,Bulgaria,1
967,68.01,25,68357.96,188.32,Kaylashire,1,Afghanistan,0
968,45.08,38,35349.26,125.27,Fosterside,0,Liberia,1
969,63.04,27,69784.85,159.05,Davidstad,0,Netherlands Antilles,1
970,40.18,29,50760.23,151.96,Lake Tracy,0,Hong Kong,1
971,45.17,48,34418.09,132.07,Taylormouth,1,Palau,1
972,50.48,50,20592.99,162.43,Dianaville,0,Malawi,1
973,80.87,28,63528.8,203.3,Collinsburgh,0,Uruguay,0
974,41.88,40,44217.68,126.11,Port Rachel,1,Cyprus,1
975,39.87,48,47929.83,139.34,South Rebecca,1,Mexico,1
976,61.84,45,46024.29,105.63,Port Joshuafort,1,Niger,1
977,54.97,31,51900.03,116.38,Robinsontown,1,France,1
978,71.4,30,72188.9,166.31,Beckton,0,Japan,0
979,70.29,31,56974.51,254.65,New Frankshire,1,Norfolk Island,0
980,67.26,57,25682.65,168.41,North Derekville,1,Bulgaria,1
981,76.58,46,41884.64,258.26,West Sydney,0,Uzbekistan,0
982,54.37,38,72196.29,140.77,Lake Matthew,0,Mexico,1
983,82.79,32,54429.17,234.81,Lake Zacharyfurt,1,Brunei Darussalam,0
984,66.47,31,58037.66,256.39,Lindsaymouth,1,France,0
985,72.88,44,64011.26,125.12,Sarahland,0,Yemen,1
986,76.44,28,59967.19,232.68,Port Julie,1,Northern Mariana Islands,0
987,63.37,43,43155.19,105.04,Michaelshire,1,Poland,1
988,89.71,48,51501.38,204.4,Sarafurt,1,Bahrain,0
989,70.96,31,55187.85,256.4,South Denise,0,Saint Pierre and Miquelon,0
990,35.79,44,33813.08,165.62,North Katie,1,Tonga,1
991,38.96,38,36497.22,140.67,Mauricefurt,1,Comoros,1
992,69.17,40,66193.81,123.62,New Patrick,0,Montenegro,1
993,64.2,27,66200.96,227.63,Edwardsmouth,1,Isle of Man,0
994,43.7,28,63126.96,173.01,Nicholasland,0,Mayotte,1
995,72.97,30,71384.57,208.58,Duffystad,1,Lebanon,1
996,51.3,45,67782.17,134.42,New Darlene,1,Bosnia and Herzegovina,1
997,51.63,51,42415.72,120.37,South Jessica,1,Mongolia,1
998,55.55,19,41920.79,187.95,West Steven,0,Guatemala,0
999,45.01,26,29875.8,178.35,Ronniemouth,0,Brazil,1
